product_sku,action,quantity,created_at,reason
HE-BO-0627,OUT,1,2024-05-05 01:16:14,Sale - Order BILL-04209
HE-SK-0046,OUT,1,2024-05-05 01:16:14,Sale - Order BILL-04209
KE-RA-0614,OUT,1,2024-05-05 01:16:14,Sale - Order BILL-04209
KE-KE-0098,OUT,2,2024-05-05 04:23:48,Sale - Order BILL-01616
MO-DE-0001,OUT,3,2024-05-05 04:42:07,Sale - Order BILL-09017
HE-SE-0188,OUT,2,2024-05-05 04:42:07,Sale - Order BILL-09017
ME-KI-0302,OUT,2,2024-05-05 04:56:53,Sale - Order BILL-01480
TV-SO-0778,OUT,1,2024-05-05 04:56:53,Sale - Order BILL-01480
RO-LI-0605,OUT,3,2024-05-05 05:43:07,Sale - Order BILL-01421
TA-SA-0332,OUT,1,2024-05-05 05:43:07,Sale - Order BILL-01421
WE-RA-0214,OUT,1,2024-05-05 05:43:07,Sale - Order BILL-01421
MO-MI-0680,OUT,1,2024-05-05 06:12:52,Sale - Order BILL-01740
PR-CA-0714,OUT,2,2024-05-05 06:12:52,Sale - Order BILL-01740
RO-AS-0117,OUT,3,2024-05-05 06:12:52,Sale - Order BILL-01740
KE-KE-0098,OUT,3,2024-05-05 12:31:18,Sale - Order BILL-02859
KE-RA-0341,OUT,2,2024-05-05 12:31:18,Sale - Order BILL-02859
GA-MI-0190,OUT,1,2024-05-05 12:45:19,Sale - Order BILL-04217
CA-SO-0428,OUT,1,2024-05-05 12:45:19,Sale - Order BILL-04217
SM-OP-0733,OUT,2,2024-05-05 14:54:27,Sale - Order BILL-03403
GA-SO-0562,OUT,1,2024-05-05 15:56:47,Sale - Order BILL-07911
SM-SA-0315,OUT,1,2024-05-05 15:56:47,Sale - Order BILL-07911
PO-ON-0220,OUT,3,2024-05-05 20:18:46,Sale - Order BILL-02207
CH-SA-0137,OUT,1,2024-05-05 20:18:46,Sale - Order BILL-02207
MO-DE-0063,OUT,2,2024-05-05 20:21:48,Sale - Order BILL-06276
RO-CI-0610,OUT,3,2024-05-05 20:21:48,Sale - Order BILL-06276
WE-MI-0077,OUT,1,2024-05-05 20:21:48,Sale - Order BILL-06276
ME-SA-0279,OUT,2,2024-05-05 21:52:53,Sale - Order BILL-03438
ME-SA-0300,OUT,2,2024-05-05 21:52:53,Sale - Order BILL-03438
CA-AN-0078,OUT,1,2024-05-05 23:12:49,Sale - Order BILL-08275
EA-JA-0593,OUT,2,2024-05-05 23:12:49,Sale - Order BILL-08275
WE-RA-0214,OUT,2,2024-05-06 01:19:26,Sale - Order BILL-07102
MO-LO-0196,OUT,3,2024-05-06 02:46:54,Sale - Order BILL-00316
KE-HP-0594,OUT,1,2024-05-06 02:46:54,Sale - Order BILL-00316
WE-LO-0105,OUT,3,2024-05-06 02:46:54,Sale - Order BILL-00316
PR-CA-0269,OUT,1,2024-05-06 04:36:32,Sale - Order BILL-08757
GA-MI-0381,OUT,2,2024-05-06 04:36:32,Sale - Order BILL-08757
WE-RA-0048,IN,194,2024-05-06 05:10:28,Purchase Order PO-00062
PO-SA-0749,OUT,1,2024-05-06 07:00:36,Sale - Order BILL-01624
WE-MI-0796,OUT,3,2024-05-06 07:00:36,Sale - Order BILL-01624
WE-LO-0262,OUT,3,2024-05-06 07:00:36,Sale - Order BILL-01624
TA-AM-0070,OUT,2,2024-05-06 07:00:36,Sale - Order BILL-01624
HE-AU-0696,OUT,2,2024-05-06 07:08:17,Sale - Order BILL-02913
SM-XI-0377,OUT,3,2024-05-06 07:08:17,Sale - Order BILL-02913
PR-BR-0699,OUT,2,2024-05-06 07:08:17,Sale - Order BILL-02913
LA-DE-0580,OUT,1,2024-05-06 07:08:17,Sale - Order BILL-02913
PO-AM-0690,OUT,2,2024-05-06 10:25:20,Sale - Order BILL-00762
LA-RA-0068,OUT,3,2024-05-06 19:37:21,Sale - Order BILL-06801
EA-AN-0091,OUT,1,2024-05-06 19:37:21,Sale - Order BILL-06801
CA-SO-0476,OUT,3,2024-05-06 19:37:21,Sale - Order BILL-06801
TV-TC-0588,OUT,2,2024-05-06 22:48:58,Sale - Order BILL-01231
CH-RE-0327,OUT,1,2024-05-06 22:48:58,Sale - Order BILL-01231
WE-LO-0262,IN,114,2024-05-06 23:08:52,Purchase Order PO-00088
LA-LE-0784,OUT,1,2024-05-07 01:05:52,Sale - Order BILL-00008
SM-RE-0059,OUT,3,2024-05-07 01:05:52,Sale - Order BILL-00008
PR-EP-0106,OUT,3,2024-05-07 13:28:16,Sale - Order BILL-09570
RO-CI-0745,OUT,3,2024-05-07 21:35:19,Sale - Order BILL-04990
WE-HP-0205,OUT,3,2024-05-07 21:35:19,Sale - Order BILL-04990
LA-MI-0616,OUT,2,2024-05-07 22:01:44,Sale - Order BILL-09617
SM-AM-0124,OUT,1,2024-05-07 23:09:07,Sale - Order BILL-04900
PR-BR-0482,OUT,3,2024-05-07 23:09:07,Sale - Order BILL-04900
MO-LO-0542,OUT,1,2024-05-07 23:09:07,Sale - Order BILL-04900
ME-KI-0595,OUT,1,2024-05-08 02:42:22,Sale - Order BILL-00800
SP-MA-0280,OUT,1,2024-05-08 02:42:22,Sale - Order BILL-00800
MO-BE-0525,OUT,2,2024-05-08 02:42:22,Sale - Order BILL-00800
LA-DE-0442,OUT,3,2024-05-08 04:19:26,Sale - Order BILL-01061
CA-ON-0584,OUT,1,2024-05-08 04:19:26,Sale - Order BILL-01061
CH-ON-0434,OUT,1,2024-05-08 09:08:37,Sale - Order BILL-03287
GA-SO-0473,OUT,3,2024-05-08 09:08:37,Sale - Order BILL-03287
PO-SA-0683,OUT,1,2024-05-08 09:08:37,Sale - Order BILL-03287
RO-TP-0723,OUT,2,2024-05-08 10:25:29,Sale - Order BILL-06041
PR-XE-0181,OUT,3,2024-05-08 13:17:58,Sale - Order BILL-07516
KE-LO-0488,OUT,1,2024-05-08 13:17:58,Sale - Order BILL-07516
MO-DE-0271,OUT,3,2024-05-08 16:46:01,Sale - Order BILL-09066
LA-DE-0211,OUT,3,2024-05-08 18:20:55,Sale - Order BILL-02729
MO-MI-0436,OUT,1,2024-05-08 19:51:06,Sale - Order BILL-01525
CH-RE-0145,OUT,1,2024-05-08 19:51:06,Sale - Order BILL-01525
ME-SO-0040,OUT,2,2024-05-08 19:51:06,Sale - Order BILL-01525
GA-MI-0425,OUT,2,2024-05-08 21:34:47,Sale - Order BILL-00656
MO-LO-0409,OUT,3,2024-05-08 21:34:47,Sale - Order BILL-00656
RO-AS-0142,OUT,2,2024-05-08 22:41:33,Sale - Order BILL-01603
SM-ON-0316,OUT,2,2024-05-08 22:41:33,Sale - Order BILL-01603
TV-TC-0702,OUT,3,2024-05-08 22:41:33,Sale - Order BILL-01603
TA-SA-0292,OUT,1,2024-05-08 22:41:33,Sale - Order BILL-01603
MO-HP-0715,OUT,2,2024-05-09 01:22:18,Sale - Order BILL-06425
MO-MI-0606,OUT,1,2024-05-09 01:22:18,Sale - Order BILL-06425
RO-CI-0244,OUT,3,2024-05-09 02:15:23,Sale - Order BILL-06723
LA-LE-0396,OUT,2,2024-05-09 03:13:02,Sale - Order BILL-00347
GA-SO-0562,OUT,3,2024-05-09 03:13:02,Sale - Order BILL-00347
LA-LE-0067,OUT,1,2024-05-09 03:47:51,Sale - Order BILL-07930
PR-BR-0718,OUT,1,2024-05-09 03:47:51,Sale - Order BILL-07930
CA-SO-0476,OUT,2,2024-05-09 03:47:51,Sale - Order BILL-07930
CA-AM-0615,IN,39,2024-05-09 07:14:39,Purchase Order PO-00206
RO-TP-0723,OUT,2,2024-05-09 13:00:28,Sale - Order BILL-03812
CA-AM-0707,OUT,3,2024-05-09 13:00:28,Sale - Order BILL-03812
SP-UL-0336,OUT,2,2024-05-09 15:29:24,Sale - Order BILL-08127
TA-RE-0273,OUT,1,2024-05-09 15:29:24,Sale - Order BILL-08127
RO-AS-0093,IN,69,2024-05-09 15:40:01,Purchase Order PO-00746
TV-XI-0603,OUT,2,2024-05-09 16:54:14,Sale - Order BILL-05512
WE-CR-0136,OUT,3,2024-05-09 16:54:14,Sale - Order BILL-05512
SP-BO-0129,OUT,2,2024-05-09 16:54:14,Sale - Order BILL-05512
SM-ON-0169,OUT,1,2024-05-09 17:11:08,Sale - Order BILL-00148
RO-TP-0800,OUT,3,2024-05-09 17:11:08,Sale - Order BILL-00148
EA-ON-0551,OUT,3,2024-05-09 18:55:34,Sale - Order BILL-05223
TA-RE-0273,OUT,2,2024-05-10 00:10:20,Sale - Order BILL-04068
KE-DU-0544,OUT,1,2024-05-10 00:10:20,Sale - Order BILL-04068
SM-GO-0403,OUT,2,2024-05-10 00:59:51,Sale - Order BILL-00260
HE-JB-0517,OUT,2,2024-05-10 02:32:56,Sale - Order BILL-00679
MO-RA-0071,OUT,1,2024-05-10 02:32:56,Sale - Order BILL-00679
MO-AS-0347,OUT,2,2024-05-10 02:40:46,Sale - Order BILL-05109
PR-XE-0291,OUT,2,2024-05-10 02:40:46,Sale - Order BILL-05109
TA-MI-0465,OUT,2,2024-05-10 04:15:26,Sale - Order BILL-08176
KE-DU-0544,OUT,3,2024-05-10 04:15:26,Sale - Order BILL-08176
ME-SO-0458,OUT,3,2024-05-10 04:15:26,Sale - Order BILL-08176
LA-DE-0665,OUT,1,2024-05-10 04:15:26,Sale - Order BILL-08176
CA-UG-0682,OUT,1,2024-05-10 04:15:26,Sale - Order BILL-08176
SM-FI-0727,OUT,2,2024-05-10 07:03:20,Sale - Order BILL-01458
WE-LO-0262,OUT,3,2024-05-10 07:03:20,Sale - Order BILL-01458
KE-HP-0178,OUT,3,2024-05-10 07:03:20,Sale - Order BILL-01458
PO-AM-0489,OUT,3,2024-05-10 07:58:54,Sale - Order BILL-01952
PR-EP-0687,OUT,1,2024-05-10 07:58:54,Sale - Order BILL-01952
TV-SA-0035,OUT,1,2024-05-10 07:58:54,Sale - Order BILL-01952
WE-MI-0438,OUT,3,2024-05-10 07:58:54,Sale - Order BILL-01952
TA-SA-0748,OUT,2,2024-05-10 17:04:45,Sale - Order BILL-05309
CA-GO-0289,OUT,1,2024-05-10 17:45:01,Sale - Order BILL-07188
MO-HP-0161,OUT,3,2024-05-10 18:53:59,Sale - Order BILL-01065
CA-AM-0590,OUT,3,2024-05-10 18:53:59,Sale - Order BILL-01065
KE-LO-0488,OUT,3,2024-05-10 18:53:59,Sale - Order BILL-01065
EA-AN-0115,OUT,2,2024-05-10 19:44:58,Sale - Order BILL-08248
MO-CO-0079,OUT,3,2024-05-10 19:44:58,Sale - Order BILL-08248
GA-NI-0265,OUT,2,2024-05-10 21:25:12,Sale - Order BILL-09077
CA-PA-0307,OUT,2,2024-05-11 02:28:05,Sale - Order BILL-08043
PR-XE-0567,OUT,3,2024-05-11 02:28:05,Sale - Order BILL-08043
CA-NI-0371,OUT,3,2024-05-11 02:28:05,Sale - Order BILL-08043
PR-CA-0269,OUT,3,2024-05-11 04:56:31,Sale - Order BILL-08715
LA-AP-0189,OUT,1,2024-05-11 11:59:06,Sale - Order BILL-08602
CA-BO-0753,OUT,2,2024-05-11 11:59:06,Sale - Order BILL-08602
TV-ON-0081,OUT,1,2024-05-11 13:08:58,Sale - Order BILL-02713
WE-RA-0214,OUT,1,2024-05-11 13:08:58,Sale - Order BILL-02713
HE-SE-0188,OUT,2,2024-05-11 13:40:31,Sale - Order BILL-07244
SM-BO-0025,OUT,3,2024-05-11 13:40:31,Sale - Order BILL-07244
HE-PH-0629,OUT,1,2024-05-11 13:40:31,Sale - Order BILL-07244
SP-HA-0597,OUT,3,2024-05-11 13:40:31,Sale - Order BILL-07244
SM-VI-0352,OUT,1,2024-05-11 13:40:31,Sale - Order BILL-07244
RO-NE-0010,OUT,1,2024-05-11 14:24:13,Sale - Order BILL-04635
PO-ON-0174,OUT,2,2024-05-11 17:51:36,Sale - Order BILL-00336
KE-ST-0777,OUT,1,2024-05-11 19:44:02,Sale - Order BILL-08588
CA-OL-0026,OUT,1,2024-05-11 19:44:02,Sale - Order BILL-08588
MO-LO-0409,OUT,3,2024-05-11 19:44:02,Sale - Order BILL-08588
PR-BR-0051,OUT,3,2024-05-11 20:52:43,Sale - Order BILL-06402
CA-AN-0078,OUT,3,2024-05-11 20:52:43,Sale - Order BILL-06402
EA-AN-0276,OUT,2,2024-05-11 20:52:43,Sale - Order BILL-06402
LA-LG-0676,OUT,1,2024-05-11 20:52:43,Sale - Order BILL-06402
LA-DE-0516,OUT,1,2024-05-11 22:57:36,Sale - Order BILL-02264
PO-SY-0536,OUT,3,2024-05-11 22:57:36,Sale - Order BILL-02264
RO-CI-0745,OUT,1,2024-05-11 22:57:36,Sale - Order BILL-02264
CA-AM-0759,OUT,3,2024-05-11 22:57:36,Sale - Order BILL-02264
PO-AM-0435,OUT,3,2024-05-12 00:55:20,Sale - Order BILL-07791
SP-MA-0083,OUT,3,2024-05-12 00:55:20,Sale - Order BILL-07791
SM-MO-0630,OUT,3,2024-05-12 02:59:35,Sale - Order BILL-02811
TV-LG-0636,OUT,2,2024-05-12 02:59:35,Sale - Order BILL-02811
TA-SA-0499,OUT,2,2024-05-12 02:59:35,Sale - Order BILL-02811
CA-ON-0197,OUT,1,2024-05-12 04:01:10,Sale - Order BILL-03641
PO-SA-0683,OUT,3,2024-05-12 04:01:10,Sale - Order BILL-03641
PO-RE-0311,OUT,1,2024-05-12 04:01:10,Sale - Order BILL-03641
CA-UG-0450,OUT,2,2024-05-12 04:37:25,Sale - Order BILL-02039
RO-NE-0692,OUT,1,2024-05-12 05:32:34,Sale - Order BILL-08083
EA-AP-0389,OUT,2,2024-05-12 05:32:34,Sale - Order BILL-08083
KE-DU-0411,OUT,1,2024-05-12 05:32:34,Sale - Order BILL-08083
GA-NI-0644,OUT,2,2024-05-12 05:32:34,Sale - Order BILL-08083
RO-NE-0349,OUT,2,2024-05-12 08:29:54,Sale - Order BILL-03683
SM-SA-0631,OUT,2,2024-05-12 08:29:54,Sale - Order BILL-03683
LA-HP-0355,OUT,2,2024-05-12 08:29:54,Sale - Order BILL-03683
TV-ON-0449,OUT,3,2024-05-12 08:29:54,Sale - Order BILL-03683
KE-HP-0789,OUT,1,2024-05-12 14:20:03,Sale - Order BILL-08028
CH-RE-0327,OUT,1,2024-05-12 14:20:03,Sale - Order BILL-08028
PO-RE-0029,IN,23,2024-05-12 15:21:41,Purchase Order PO-00321
LA-LE-0398,IN,149,2024-05-12 18:27:58,Purchase Order PO-00041
CA-BO-0493,OUT,2,2024-05-12 19:07:03,Sale - Order BILL-04383
TV-SO-0598,OUT,2,2024-05-12 19:53:08,Sale - Order BILL-05762
SP-HA-0624,OUT,1,2024-05-12 19:53:08,Sale - Order BILL-05762
MO-DE-0135,OUT,1,2024-05-12 19:53:08,Sale - Order BILL-05762
CA-AN-0599,OUT,2,2024-05-12 20:46:16,Sale - Order BILL-01825
TV-ON-0081,OUT,3,2024-05-12 20:46:16,Sale - Order BILL-01825
ME-KI-0259,OUT,1,2024-05-12 20:46:16,Sale - Order BILL-01825
SM-AP-0729,OUT,3,2024-05-12 20:46:16,Sale - Order BILL-01825
LA-LE-0067,OUT,2,2024-05-12 20:46:16,Sale - Order BILL-01825
CH-BO-0641,OUT,3,2024-05-12 20:53:46,Sale - Order BILL-04962
CH-RE-0145,OUT,3,2024-05-12 20:53:46,Sale - Order BILL-04962
TV-ON-0632,IN,57,2024-05-12 23:24:49,Purchase Order PO-00009
CH-BO-0596,OUT,2,2024-05-13 01:10:19,Sale - Order BILL-03186
KE-DU-0312,OUT,3,2024-05-13 01:10:19,Sale - Order BILL-03186
PO-ON-0540,OUT,1,2024-05-13 03:36:15,Sale - Order BILL-09171
RO-AS-0505,OUT,2,2024-05-13 03:36:15,Sale - Order BILL-09171
KE-ST-0600,OUT,3,2024-05-13 04:17:26,Sale - Order BILL-01538
TV-LG-0088,IN,136,2024-05-13 07:29:34,Purchase Order PO-00276
SP-SO-0554,OUT,2,2024-05-13 08:56:30,Sale - Order BILL-01680
GA-MI-0190,OUT,2,2024-05-13 09:28:25,Sale - Order BILL-00700
TV-TC-0356,OUT,1,2024-05-13 09:28:25,Sale - Order BILL-00700
CA-ON-0197,IN,44,2024-05-13 11:21:40,Purchase Order PO-00113
RO-AS-0142,OUT,2,2024-05-13 12:15:54,Sale - Order BILL-05860
SM-VI-0475,OUT,1,2024-05-13 12:15:54,Sale - Order BILL-05860
SP-UL-0548,OUT,2,2024-05-13 12:34:31,Sale - Order BILL-06228
SM-GA-0002,OUT,3,2024-05-13 12:34:31,Sale - Order BILL-06228
PO-SA-0555,OUT,1,2024-05-13 12:34:31,Sale - Order BILL-06228
TA-MI-0286,OUT,2,2024-05-13 13:38:47,Sale - Order BILL-07457
TV-ON-0081,OUT,3,2024-05-13 16:50:27,Sale - Order BILL-05175
SM-AM-0240,OUT,3,2024-05-13 16:50:27,Sale - Order BILL-05175
WE-RA-0363,OUT,3,2024-05-13 16:50:27,Sale - Order BILL-05175
TV-SO-0014,OUT,1,2024-05-13 16:50:27,Sale - Order BILL-05175
WE-MI-0767,OUT,1,2024-05-13 16:50:27,Sale - Order BILL-05175
CA-AM-0064,OUT,2,2024-05-13 18:59:55,Sale - Order BILL-04978
KE-RA-0365,OUT,3,2024-05-13 18:59:55,Sale - Order BILL-04978
MO-DE-0515,OUT,2,2024-05-13 19:11:38,Sale - Order BILL-05794
WE-HP-0205,OUT,1,2024-05-13 19:11:38,Sale - Order BILL-05794
GA-MI-0794,OUT,1,2024-05-13 19:11:38,Sale - Order BILL-05794
SM-ON-0169,OUT,3,2024-05-13 20:54:44,Sale - Order BILL-08476
MO-DE-0443,OUT,2,2024-05-13 20:54:44,Sale - Order BILL-08476
EA-JA-0593,OUT,3,2024-05-13 20:54:44,Sale - Order BILL-08476
MO-LG-0717,OUT,3,2024-05-13 20:54:44,Sale - Order BILL-08476
GA-SO-0144,OUT,3,2024-05-13 22:15:46,Sale - Order BILL-09738
EA-NO-0305,OUT,3,2024-05-14 00:05:16,Sale - Order BILL-09847
EA-SA-0206,OUT,3,2024-05-14 02:07:13,Sale - Order BILL-02253
SM-GA-0002,OUT,3,2024-05-14 03:27:45,Sale - Order BILL-02718
EA-AN-0164,OUT,3,2024-05-14 03:27:45,Sale - Order BILL-02718
KE-LO-0364,OUT,1,2024-05-14 03:27:45,Sale - Order BILL-02718
CA-BO-0426,OUT,2,2024-05-14 07:15:53,Sale - Order BILL-09852
KE-KE-0235,OUT,2,2024-05-14 07:43:36,Sale - Order BILL-00152
CA-UG-0682,OUT,3,2024-05-14 07:43:36,Sale - Order BILL-00152
SP-SO-0404,OUT,3,2024-05-14 07:54:24,Sale - Order BILL-02925
HE-SK-0046,OUT,2,2024-05-14 07:54:24,Sale - Order BILL-02925
TV-LG-0636,OUT,3,2024-05-14 11:44:10,Sale - Order BILL-07391
CA-UG-0450,OUT,3,2024-05-14 11:44:10,Sale - Order BILL-07391
KE-KE-0787,OUT,1,2024-05-14 11:44:10,Sale - Order BILL-07391
GA-MI-0053,OUT,2,2024-05-14 12:49:16,Sale - Order BILL-07568
KE-HP-0520,OUT,3,2024-05-14 12:49:16,Sale - Order BILL-07568
TA-MI-0521,OUT,1,2024-05-14 12:49:16,Sale - Order BILL-07568
WE-RA-0363,OUT,1,2024-05-14 12:53:48,Sale - Order BILL-04504
ME-SA-0141,OUT,2,2024-05-15 03:31:31,Sale - Order BILL-03226
RO-TP-0671,OUT,1,2024-05-15 03:31:31,Sale - Order BILL-03226
WE-CR-0472,OUT,2,2024-05-15 03:33:19,Sale - Order BILL-00457
CH-ON-0434,OUT,1,2024-05-15 03:33:19,Sale - Order BILL-00457
PR-XE-0567,OUT,1,2024-05-15 04:02:05,Sale - Order BILL-01602
CH-RE-0751,OUT,2,2024-05-15 04:19:51,Sale - Order BILL-01881
SP-UL-0663,OUT,2,2024-05-15 04:19:51,Sale - Order BILL-01881
PO-ON-0220,OUT,2,2024-05-15 07:36:45,Sale - Order BILL-04914
ME-KI-0582,OUT,3,2024-05-15 07:36:45,Sale - Order BILL-04914
KE-HP-0730,OUT,1,2024-05-15 07:36:45,Sale - Order BILL-04914
HE-AU-0274,OUT,1,2024-05-15 08:22:45,Sale - Order BILL-03674
CA-SO-0380,OUT,2,2024-05-15 08:22:45,Sale - Order BILL-03674
LA-DE-0665,OUT,3,2024-05-15 08:22:45,Sale - Order BILL-03674
HE-PH-0629,OUT,2,2024-05-15 11:16:12,Sale - Order BILL-06086
KE-ST-0437,OUT,2,2024-05-15 13:49:39,Sale - Order BILL-00209
GA-SO-0375,OUT,3,2024-05-15 13:49:39,Sale - Order BILL-00209
TA-AP-0180,OUT,3,2024-05-15 14:18:25,Sale - Order BILL-04229
WE-CR-0472,OUT,1,2024-05-15 15:16:25,Sale - Order BILL-03962
KE-HP-0730,OUT,2,2024-05-15 15:16:25,Sale - Order BILL-03962
CA-PA-0704,OUT,1,2024-05-15 15:16:25,Sale - Order BILL-03962
CA-FU-0369,OUT,1,2024-05-15 15:16:25,Sale - Order BILL-03962
SP-UL-0496,OUT,3,2024-05-15 21:11:16,Sale - Order BILL-09797
GA-NI-0092,OUT,2,2024-05-15 21:11:16,Sale - Order BILL-09797
SM-MO-0187,OUT,1,2024-05-15 21:11:16,Sale - Order BILL-09797
TA-SA-0748,OUT,1,2024-05-15 21:11:16,Sale - Order BILL-09797
TA-MI-0521,OUT,1,2024-05-15 23:43:02,Sale - Order BILL-09169
EA-AP-0221,OUT,3,2024-05-15 23:43:02,Sale - Order BILL-09169
WE-RA-0363,OUT,2,2024-05-15 23:43:02,Sale - Order BILL-09169
GA-MI-0421,OUT,3,2024-05-16 00:51:09,Sale - Order BILL-02966
MO-RA-0328,OUT,1,2024-05-16 00:51:09,Sale - Order BILL-02966
SM-ON-0576,OUT,2,2024-05-16 00:51:09,Sale - Order BILL-02966
PO-AM-0489,IN,79,2024-05-16 05:25:37,Purchase Order PO-00453
GA-NI-0644,OUT,1,2024-05-16 06:11:53,Sale - Order BILL-02581
ME-TR-0037,OUT,3,2024-05-16 06:11:53,Sale - Order BILL-02581
LA-RA-0068,OUT,1,2024-05-16 06:11:53,Sale - Order BILL-02581
GA-SO-0562,IN,159,2024-05-16 06:33:24,Purchase Order PO-00273
ME-TR-0037,OUT,3,2024-05-16 13:07:34,Sale - Order BILL-01765
RO-CI-0745,OUT,2,2024-05-16 13:07:34,Sale - Order BILL-01765
PR-CA-0743,OUT,1,2024-05-16 13:44:32,Sale - Order BILL-08617
TV-XI-0695,OUT,2,2024-05-16 13:44:32,Sale - Order BILL-08617
SP-UL-0336,OUT,2,2024-05-16 17:49:45,Sale - Order BILL-03520
TV-PA-0338,OUT,1,2024-05-16 17:49:45,Sale - Order BILL-03520
CA-SO-0571,OUT,3,2024-05-16 19:08:15,Sale - Order BILL-02852
SM-OP-0330,OUT,1,2024-05-16 19:08:15,Sale - Order BILL-02852
CA-AM-0024,OUT,1,2024-05-16 21:39:21,Sale - Order BILL-09168
ME-TR-0037,OUT,3,2024-05-16 21:39:21,Sale - Order BILL-09168
LA-RA-0095,OUT,2,2024-05-17 04:34:43,Sale - Order BILL-01167
GA-SO-0033,OUT,1,2024-05-17 04:34:43,Sale - Order BILL-01167
RO-CI-0244,OUT,1,2024-05-17 04:34:43,Sale - Order BILL-01167
ME-SA-0781,OUT,2,2024-05-17 12:33:32,Sale - Order BILL-08205
TV-SA-0406,OUT,3,2024-05-17 15:14:59,Sale - Order BILL-06881
SM-NO-0662,OUT,3,2024-05-17 17:49:30,Sale - Order BILL-05459
MO-DE-0552,OUT,3,2024-05-17 17:49:30,Sale - Order BILL-05459
KE-CO-0720,OUT,3,2024-05-17 22:41:40,Sale - Order BILL-03249
MO-MI-0436,OUT,2,2024-05-18 01:35:17,Sale - Order BILL-05407
KE-ST-0437,OUT,2,2024-05-18 01:35:17,Sale - Order BILL-05407
SM-GA-0223,OUT,2,2024-05-18 01:35:17,Sale - Order BILL-05407
SM-RE-0583,OUT,2,2024-05-18 01:35:17,Sale - Order BILL-05407
MO-LO-0563,OUT,3,2024-05-18 01:48:03,Sale - Order BILL-04696
TV-LG-0636,OUT,3,2024-05-18 01:48:03,Sale - Order BILL-04696
CA-AM-0615,OUT,3,2024-05-18 04:39:39,Sale - Order BILL-00973
PR-XE-0291,OUT,3,2024-05-18 04:39:39,Sale - Order BILL-00973
ME-SO-0041,OUT,1,2024-05-18 04:44:29,Sale - Order BILL-04446
MO-ST-0385,OUT,2,2024-05-18 04:44:29,Sale - Order BILL-04446
WE-CR-0136,OUT,3,2024-05-18 04:44:29,Sale - Order BILL-04446
TV-SO-0334,OUT,1,2024-05-18 04:50:30,Sale - Order BILL-06393
CA-FU-0369,OUT,1,2024-05-18 04:50:30,Sale - Order BILL-06393
SM-RE-0486,OUT,1,2024-05-18 05:09:24,Sale - Order BILL-07132
RO-AS-0564,OUT,2,2024-05-18 05:09:24,Sale - Order BILL-07132
GA-SO-0144,OUT,3,2024-05-18 06:19:13,Sale - Order BILL-02194
CA-AN-0049,OUT,1,2024-05-18 06:19:13,Sale - Order BILL-02194
WE-RA-0357,OUT,3,2024-05-18 06:24:14,Sale - Order BILL-00654
SM-AM-0124,OUT,2,2024-05-18 06:24:14,Sale - Order BILL-00654
TA-AP-0721,OUT,3,2024-05-18 06:24:14,Sale - Order BILL-00654
CA-BO-0426,OUT,1,2024-05-18 06:24:14,Sale - Order BILL-00654
TV-SA-0406,OUT,2,2024-05-18 06:24:14,Sale - Order BILL-00654
CA-AN-0639,OUT,3,2024-05-18 07:24:54,Sale - Order BILL-02150
HE-SO-0739,OUT,2,2024-05-18 07:24:54,Sale - Order BILL-02150
HE-SE-0200,OUT,1,2024-05-18 08:24:22,Sale - Order BILL-07745
ME-SA-0781,OUT,3,2024-05-18 08:24:22,Sale - Order BILL-07745
LA-MI-0171,OUT,2,2024-05-18 10:24:57,Sale - Order BILL-03776
TV-LG-0366,OUT,3,2024-05-18 10:24:57,Sale - Order BILL-03776
WE-RA-0363,OUT,1,2024-05-18 10:46:19,Sale - Order BILL-09455
WE-MI-0767,OUT,2,2024-05-18 10:46:19,Sale - Order BILL-09455
MO-HP-0715,OUT,2,2024-05-18 11:27:18,Sale - Order BILL-09633
PO-ON-0535,OUT,1,2024-05-18 12:30:09,Sale - Order BILL-03025
TA-LE-0633,OUT,2,2024-05-18 12:30:09,Sale - Order BILL-03025
RO-CI-0745,OUT,2,2024-05-18 13:26:39,Sale - Order BILL-08902
CA-AN-0343,OUT,2,2024-05-18 13:26:39,Sale - Order BILL-08902
ME-SO-0107,OUT,2,2024-05-18 13:26:39,Sale - Order BILL-08902
ME-SO-0429,IN,157,2024-05-18 15:42:53,Purchase Order PO-00406
SM-SA-0007,OUT,1,2024-05-18 16:07:59,Sale - Order BILL-08181
KE-DU-0312,OUT,1,2024-05-18 16:07:59,Sale - Order BILL-08181
MO-RA-0071,OUT,2,2024-05-18 17:32:44,Sale - Order BILL-09061
KE-KE-0787,OUT,1,2024-05-18 17:32:44,Sale - Order BILL-09061
CH-BE-0471,OUT,2,2024-05-18 20:42:11,Sale - Order BILL-08294
TV-SO-0014,OUT,1,2024-05-18 20:42:11,Sale - Order BILL-08294
LA-DE-0665,OUT,2,2024-05-18 20:42:11,Sale - Order BILL-08294
SM-RE-0583,OUT,1,2024-05-18 22:53:58,Sale - Order BILL-00830
LA-DE-0392,OUT,3,2024-05-18 23:26:45,Sale - Order BILL-00647
ME-SA-0123,OUT,1,2024-05-19 00:25:12,Sale - Order BILL-09692
PO-SA-0555,OUT,3,2024-05-19 00:25:12,Sale - Order BILL-09692
CA-ON-0684,OUT,2,2024-05-19 00:25:12,Sale - Order BILL-09692
WE-LO-0672,OUT,3,2024-05-19 00:25:12,Sale - Order BILL-09692
