id,product_sku,supplier,description,quantity,status,created_at
223,MO-ST-0673,SoundPro Solutions,Low stock alert - need restock for SteelSeries Mouse Model 419,127,Approved,2025-01-29 05:41:31
224,LA-LE-0067,Elite Tech Supplies,Customer pre-orders for Lenovo Laptop Model 571,189,Pending,2024-01-19 12:57:45
225,CA-SO-0362,VisionTech Supplies,Urgent: Sony Camera Model 187 running out,177,Pending,2025-06-04 01:18:18
226,RO-CI-0013,MobileMart Pvt Ltd,Low stock alert - need restock for Cisco Router Model 278,175,Approved,2025-11-15 10:59:10
227,LA-LE-0398,SmartGear Traders,Low stock alert - need restock for Lenovo Laptop Model 874,149,Approved,2024-04-21 18:27:58
228,CA-GO-0513,TechWorld Pvt Ltd,Customer pre-orders for GoPro Camera Model 735,42,Pending,2024-04-03 06:46:42
229,TV-PA-0236,SmartGear Traders,Bulk order request for Panasonic TV Model 979,55,Approved,2025-05-01 05:16:59
230,CA-PA-0712,SoundPro Solutions,Seasonal demand increase for Panasonic Camera Model 842,78,Pending,2024-12-06 09:19:57
231,GA-NI-0705,ConnectPro Supplies,Low stock alert - need restock for Nintendo Gaming Console Model 252,90,Pending,2025-03-19 07:14:28
232,CA-PA-0704,ElectroMart Solutions,Customer pre-orders for Panasonic Camera Model 376,91,Rejected,2024-02-16 04:32:47
233,PO-ON-0535,Visionary Electronics,Low stock alert - need restock for OnePlus Power Bank Model 382,30,Approved,2024-05-06 21:01:28
234,PR-EP-0431,TechNova Pvt Ltd,Low stock alert - need restock for Epson Printer Model 645,40,Approved,2024-08-25 20:35:53
235,PO-SA-0379,SmartGear Traders,Low stock alert - need restock for Samsung Power Bank Model 981,55,Approved,2025-05-29 18:55:02
236,HE-JB-0666,Elite Tech Supplies,Seasonal demand increase for JBL Headphones Model 499,16,Approved,2024-04-14 14:07:04
237,CH-BE-0471,PrintWorks Pvt Ltd,Bulk order request for Belkin Charger Model 279,33,Approved,2024-11-23 02:29:06
238,MO-DE-0001,PowerTech Distributors,Customer pre-orders for Dell Monitor Model 462,12,Approved,2025-10-03 12:31:43
239,PO-AN-0257,SmartLife Traders,Urgent: Anker Power Bank Model 682 running out,47,Approved,2025-08-23 23:23:42
240,CA-FU-0793,SmartGear Traders,Seasonal demand increase for Fujifilm Camera Model 232,71,Approved,2025-11-16 05:20:21
241,RO-CI-0726,ReadMore Supplies,Customer pre-orders for Cisco Router Model 296,37,Approved,2024-04-23 23:26:25
242,SM-OP-0330,MobileMart Pvt Ltd,Customer pre-orders for Oppo Smartphone Model 348,120,Pending,2024-03-21 19:01:48
243,HE-JB-0517,DigiHub Electronics,Seasonal demand increase for JBL Headphones Model 275,157,Approved,2024-01-01 17:33:07
244,TV-LG-0366,AudioMax Distributors,Low stock alert - need restock for LG TV Model 414,124,Approved,2024-06-17 12:28:42
245,HE-SK-0678,SmartGear Traders,Urgent: Skullcandy Headphones Model 799 running out,178,Approved,2024-09-22 23:14:52
246,PR-CA-0310,AudioMax Distributors,Seasonal demand increase for Canon Printer Model 642,116,Approved,2024-03-07 14:09:32
247,CH-AN-0771,GameZone Distributors,Customer pre-orders for Anker Charger Model 368,197,Approved,2025-01-29 12:02:38
248,SM-RE-0233,SmartGear Traders,Urgent: Realme Smartphone Model 758 running out,62,Pending,2024-06-11 01:38:20
249,KE-LO-0488,DigiHub Electronics,Seasonal demand increase for Logitech Keyboard Model 401,184,Approved,2024-04-20 23:28:55
250,TV-XI-0695,MobileMart Pvt Ltd,Low stock alert - need restock for Xiaomi TV Model 564,114,Pending,2025-03-12 10:42:15
251,WE-LO-0587,PowerTech Distributors,Urgent: Logitech Webcam Model 564 running out,26,Rejected,2025-04-21 17:39:32
252,CA-AN-0639,SmartLife Traders,Bulk order request for Anker Cable Model 119,168,Rejected,2025-03-10 12:06:55
253,SM-SA-0543,PrintWorks Pvt Ltd,Seasonal demand increase for Samsung Smartphone Model 359,197,Pending,2025-06-12 19:42:46
254,HE-SE-0188,SmartGear Traders,Customer pre-orders for Sennheiser Headphones Model 545,173,Pending,2024-03-26 06:29:46
255,CA-GO-0513,TechWorld Pvt Ltd,Low stock alert - need restock for GoPro Camera Model 735,73,Pending,2024-06-17 01:12:22
256,LA-MS-0015,AudioMax Distributors,Urgent: MSI Laptop Model 602 running out,91,Approved,2025-09-10 20:38:51
257,CA-BO-0166,DigiHub Electronics,Bulk order request for Boat Cable Model 267,29,Approved,2024-07-27 15:34:14
258,RO-CI-0013,MobileMart Pvt Ltd,Bulk order request for Cisco Router Model 278,17,Pending,2024-07-23 21:44:30
259,WE-HP-0664,TechNova Pvt Ltd,Low stock alert - need restock for HP Webcam Model 215,22,Pending,2024-10-09 18:00:27
260,SP-HA-0226,ConnectPro Supplies,Bulk order request for Harman Kardon Speaker Model 229,159,Approved,2024-11-25 12:44:23
261,TA-MI-0750,SmartGear Traders,Seasonal demand increase for Microsoft Tablet Model 699,164,Pending,2024-11-02 20:30:17
262,SM-AP-0635,VisionTech Supplies,Bulk order request for Apple Smartwatch Model 189,77,Approved,2024-10-05 16:11:45
263,LA-HP-0734,AudioMax Distributors,Customer pre-orders for HP Laptop Model 540,196,Pending,2024-07-29 22:25:56
264,ME-SO-0107,CameraKing Distributors,Low stock alert - need restock for Sony Memory Card Model 197,95,Pending,2025-06-18 07:09:11
265,EA-NO-0769,SoundPro Solutions,Customer pre-orders for Noise Earbuds Model 270,86,Pending,2024-11-29 17:32:51
266,ME-SO-0040,DigiHub Electronics,Customer pre-orders for Sony Memory Card Model 423,10,Approved,2024-01-04 14:55:00
267,RO-AS-0117,Visionary Electronics,Seasonal demand increase for Asus Router Model 804,25,Pending,2024-07-08 22:21:56
268,LA-HP-0082,PowerTech Distributors,Seasonal demand increase for HP Laptop Model 937,185,Approved,2025-01-21 11:28:19
269,HE-SK-0060,Visionary Electronics,Urgent: Skullcandy Headphones Model 910 running out,192,Pending,2024-11-26 12:05:41
270,HE-AU-0219,Elite Tech Supplies,Low stock alert - need restock for Audio-Technica Headphones Model 776,167,Pending,2024-06-26 09:19:37
271,CA-SO-0362,VisionTech Supplies,Bulk order request for Sony Camera Model 187,80,Approved,2025-03-18 02:08:11
272,CH-RE-0327,ElectroMart Solutions,Bulk order request for Realme Charger Model 376,12,Rejected,2026-01-01 20:07:07
273,MO-DE-0618,SoundPro Solutions,Customer pre-orders for Dell Monitor Model 369,22,Approved,2024-12-31 07:45:36
274,GA-NI-0659,TechNova Pvt Ltd,Customer pre-orders for Nintendo Gaming Console Model 681,150,Rejected,2025-09-17 14:16:32
275,SM-FI-0727,ConnectPro Supplies,Bulk order request for Fitbit Smartwatch Model 321,169,Pending,2024-10-28 11:34:39
276,PR-BR-0533,SmartGear Traders,Customer pre-orders for Brother Printer Model 887,122,Approved,2025-12-16 21:40:22
277,SP-HA-0574,ConnectPro Supplies,Urgent: Harman Kardon Speaker Model 867 running out,91,Pending,2024-04-30 06:00:35
278,CA-FU-0793,SmartGear Traders,Seasonal demand increase for Fujifilm Camera Model 232,129,Pending,2026-01-25 11:12:59
279,MO-RA-0447,Visionary Electronics,Low stock alert - need restock for Razer Mouse Model 956,134,Rejected,2024-01-05 00:21:26
280,PR-CA-0714,Elite Tech Supplies,Bulk order request for Canon Printer Model 706,146,Pending,2024-03-31 00:20:33
281,MO-DE-0271,PowerTech Distributors,Customer pre-orders for Dell Mouse Model 280,187,Approved,2025-01-24 17:36:21
282,MO-DE-0086,SmartLife Traders,Low stock alert - need restock for Dell Mouse Model 289,35,Rejected,2024-06-07 15:04:39
283,PR-CA-0372,Elite Tech Supplies,Low stock alert - need restock for Canon Printer Model 785,200,Pending,2026-01-05 14:31:36
284,TV-SA-0406,Peripheral Pros,Customer pre-orders for Samsung TV Model 126,123,Pending,2024-01-20 10:14:54
285,RO-AS-0564,PrintWorks Pvt Ltd,Bulk order request for Asus Router Model 782,11,Approved,2024-01-04 17:29:38
286,CA-ON-0197,TechWorld Pvt Ltd,Bulk order request for OnePlus Cable Model 284,44,Approved,2024-04-28 11:21:40
287,WE-MI-0393,Visionary Electronics,Bulk order request for Microsoft Webcam Model 846,128,Pending,2024-05-31 16:54:10
288,SM-FI-0216,CameraKing Distributors,Customer pre-orders for Fitbit Smartwatch Model 770,139,Approved,2024-06-23 07:08:22
289,CA-SO-0018,ConnectPro Supplies,Urgent: Sony Camera Model 358 running out,81,Pending,2025-12-19 17:18:26
290,RO-AS-0505,CameraKing Distributors,Bulk order request for Asus Router Model 672,111,Pending,2025-04-14 04:06:13
291,TA-SA-0792,ConnectPro Supplies,Bulk order request for Samsung Tablet Model 441,157,Approved,2024-11-04 23:55:04
292,CA-AM-0251,Peripheral Pros,Low stock alert - need restock for AmazonBasics Cable Model 584,41,Approved,2025-06-01 10:46:25
293,LA-MI-0126,TechWorld Pvt Ltd,Customer pre-orders for Microsoft Laptop Model 658,50,Pending,2025-06-16 09:30:24
294,SM-VI-0281,TechNova Pvt Ltd,Bulk order request for Vivo Smartphone Model 395,77,Approved,2025-09-01 22:42:03
295,SM-MO-0245,AudioMax Distributors,Seasonal demand increase for Motorola Smartphone Model 532,58,Approved,2025-11-20 14:26:41
296,MO-AC-0249,VisionTech Supplies,Bulk order request for Acer Monitor Model 433,66,Approved,2025-09-12 15:40:54
297,CA-FU-0728,SmartGear Traders,Seasonal demand increase for Fujifilm Camera Model 856,14,Approved,2024-07-28 07:55:16
298,HE-AU-0076,CameraKing Distributors,Seasonal demand increase for Audio-Technica Headphones Model 364,109,Pending,2024-07-30 14:45:10
299,TA-AP-0253,Visionary Electronics,Seasonal demand increase for Apple Tablet Model 926,63,Rejected,2026-01-28 12:30:37
300,MO-LG-0717,VisionTech Supplies,Customer pre-orders for LG Monitor Model 203,84,Approved,2024-01-01 15:53:55
301,RO-TP-0422,Peripheral Pros,Low stock alert - need restock for TP-Link Router Model 950,198,Pending,2024-06-22 04:06:13
302,SM-AP-0464,MobileMart Pvt Ltd,Low stock alert - need restock for Apple Smartwatch Model 568,115,Pending,2024-01-16 20:34:00
303,GA-SO-0144,Peripheral Pros,Bulk order request for Sony Gaming Console Model 905,85,Approved,2025-04-08 12:21:47
304,HE-PH-0313,DigiHub Electronics,Seasonal demand increase for Philips Headphones Model 288,45,Pending,2025-09-06 07:41:52
305,PR-BR-0452,SmartGear Traders,Bulk order request for Brother Printer Model 110,56,Rejected,2024-11-13 18:29:42
306,RO-CI-0726,ReadMore Supplies,Seasonal demand increase for Cisco Router Model 296,123,Approved,2025-02-07 07:43:02
307,HE-SK-0592,GadgetHub India,Bulk order request for Skullcandy Headphones Model 980,86,Pending,2025-06-03 19:34:20
308,TV-PA-0193,ConnectPro Supplies,Low stock alert - need restock for Panasonic TV Model 661,75,Approved,2025-03-22 04:03:51
309,RO-CI-0016,GameZone Distributors,Urgent: Cisco Router Model 260 running out,151,Approved,2024-08-16 15:33:59
310,GA-SO-0562,ElectroMart Solutions,Low stock alert - need restock for Sony Gaming Console Model 717,24,Approved,2024-03-11 13:21:31
311,SM-RE-0207,CameraKing Distributors,Bulk order request for Realme Smartphone Model 136,75,Pending,2025-11-21 07:50:57
312,WE-MI-0393,Visionary Electronics,Customer pre-orders for Microsoft Webcam Model 846,116,Approved,2024-05-19 11:38:07
313,GA-NI-0705,ConnectPro Supplies,Low stock alert - need restock for Nintendo Gaming Console Model 252,165,Pending,2024-10-03 17:41:20
314,SM-MO-0630,ElectroMart Solutions,Seasonal demand increase for Motorola Smartphone Model 852,99,Rejected,2024-05-01 04:36:52
315,PO-ON-0174,Elite Tech Supplies,Customer pre-orders for OnePlus Power Bank Model 836,92,Approved,2024-02-23 02:17:41
316,GA-MI-0053,Peripheral Pros,Bulk order request for Microsoft Gaming Console Model 469,160,Pending,2024-06-22 12:36:03
317,SM-XI-0101,DigiHub Electronics,Bulk order request for Xiaomi Smartphone Model 218,32,Pending,2024-01-04 03:34:03
318,SM-VI-0352,SmartLife Traders,Bulk order request for Vivo Smartphone Model 897,119,Pending,2024-04-12 12:08:44
319,ME-KI-0408,MobileMart Pvt Ltd,Low stock alert - need restock for Kingston Memory Card Model 332,181,Approved,2024-08-20 00:56:23
320,WE-RA-0321,ElectroMart Solutions,Low stock alert - need restock for Razer Webcam Model 215,120,Pending,2025-03-08 10:18:56
321,MO-CO-0079,SmartGear Traders,Low stock alert - need restock for Corsair Mouse Model 824,179,Rejected,2025-09-15 20:02:32
322,CA-SO-0018,ConnectPro Supplies,Low stock alert - need restock for Sony Camera Model 358,48,Pending,2025-04-24 07:42:48
323,KE-DU-0510,SmartGear Traders,Bulk order request for Ducky Keyboard Model 238,148,Pending,2026-02-04 03:10:59
324,LA-HP-0082,PowerTech Distributors,Urgent: HP Laptop Model 937 running out,157,Approved,2024-09-11 07:01:16
325,RO-AS-0142,SmartLife Traders,Customer pre-orders for Asus Router Model 524,26,Pending,2024-03-14 01:40:29
326,MO-BE-0085,TechWorld Pvt Ltd,Seasonal demand increase for BenQ Monitor Model 348,137,Approved,2024-09-08 20:45:08
327,MO-DE-0405,VisionTech Supplies,Seasonal demand increase for Dell Mouse Model 892,121,Approved,2025-03-24 01:17:36
328,SM-GO-0195,VisionTech Supplies,Customer pre-orders for Google Smartphone Model 813,11,Rejected,2024-03-15 14:00:40
329,ME-KI-0302,Visionary Electronics,Low stock alert - need restock for Kingston Memory Card Model 569,132,Pending,2025-07-12 14:36:10
330,CA-AN-0049,ElectroMart Solutions,Bulk order request for Anker Cable Model 863,93,Pending,2024-10-08 20:09:17
331,WE-CR-0698,SmartGear Traders,Bulk order request for Creative Webcam Model 498,89,Pending,2025-10-08 16:48:15
332,ME-SO-0040,DigiHub Electronics,Seasonal demand increase for Sony Memory Card Model 423,60,Pending,2025-08-05 09:04:01
333,PO-RE-0311,SmartGear Traders,Urgent: Realme Power Bank Model 463 running out,170,Pending,2024-09-11 02:00:28
334,PR-EP-0106,SoundPro Solutions,Urgent: Epson Printer Model 397 running out,104,Pending,2025-03-05 23:17:14
335,SM-MO-0187,CameraKing Distributors,Seasonal demand increase for Motorola Smartphone Model 841,20,Pending,2025-01-01 16:07:54
336,SP-UL-0761,TechNova Pvt Ltd,Customer pre-orders for Ultimate Ears Speaker Model 239,27,Approved,2025-08-27 01:45:39
337,RO-TP-0800,CameraKing Distributors,Urgent: TP-Link Router Model 838 running out,48,Pending,2024-08-05 19:48:45
338,CA-AN-0599,PrintWorks Pvt Ltd,Urgent: Anker Cable Model 491 running out,155,Rejected,2025-04-11 21:04:30
339,SM-AP-0282,GameZone Distributors,Seasonal demand increase for Apple Smartwatch Model 690,130,Approved,2026-01-14 22:39:20
340,SM-MO-0314,PowerTech Distributors,Bulk order request for Motorola Smartphone Model 862,116,Pending,2024-04-21 15:19:17
341,GA-MI-0553,SmartLife Traders,Bulk order request for Microsoft Gaming Console Model 789,128,Pending,2024-07-04 05:12:14
342,CA-BE-0113,SmartGear Traders,Bulk order request for Belkin Cable Model 382,72,Rejected,2024-05-31 14:56:15
343,SM-RE-0469,CameraKing Distributors,Low stock alert - need restock for Realme Smartphone Model 472,15,Approved,2025-09-02 00:05:51
344,LA-DE-0516,Elite Tech Supplies,Customer pre-orders for Dell Laptop Model 871,172,Pending,2025-06-15 22:26:09
345,LA-LE-0398,SmartGear Traders,Low stock alert - need restock for Lenovo Laptop Model 874,121,Approved,2025-08-28 10:47:27
346,EA-JA-0258,TechNova Pvt Ltd,Low stock alert - need restock for Jabra Earbuds Model 597,20,Approved,2025-11-25 13:24:47
347,PR-CA-0269,DigiHub Electronics,Seasonal demand increase for Canon Printer Model 786,147,Pending,2024-10-29 04:01:54
348,CA-AN-0402,PowerTech Distributors,Seasonal demand increase for Anker Cable Model 574,112,Pending,2024-01-21 05:30:36
349,ME-TR-0746,ConnectPro Supplies,Seasonal demand increase for Transcend Memory Card Model 164,75,Approved,2024-07-08 03:37:54
350,WE-LO-0108,TechWorld Pvt Ltd,Low stock alert - need restock for Logitech Webcam Model 603,91,Pending,2025-10-12 00:05:42
351,PR-EP-0431,TechNova Pvt Ltd,Seasonal demand increase for Epson Printer Model 645,114,Approved,2025-09-20 23:50:03
352,CA-SO-0380,SoundPro Solutions,Low stock alert - need restock for Sony Camera Model 997,176,Pending,2025-12-08 10:42:31
353,CA-AN-0343,ConnectPro Supplies,Customer pre-orders for Anker Cable Model 351,131,Approved,2025-08-29 12:12:25
354,LA-HP-0589,SmartLife Traders,Seasonal demand increase for HP Laptop Model 509,102,Rejected,2024-05-19 23:26:49
355,TV-SO-0014,SmartGear Traders,Seasonal demand increase for Sony TV Model 197,41,Approved,2024-06-16 21:58:34
356,LA-MI-0171,SoundPro Solutions,Customer pre-orders for Microsoft Laptop Model 595,106,Approved,2025-02-23 19:37:29
357,SP-UL-0761,TechNova Pvt Ltd,Bulk order request for Ultimate Ears Speaker Model 239,11,Approved,2026-01-24 02:40:07
358,SP-SO-0554,AudioMax Distributors,Customer pre-orders for Sony Speaker Model 352,156,Approved,2025-07-06 23:04:46
359,TV-XI-0346,AudioMax Distributors,Low stock alert - need restock for Xiaomi TV Model 358,162,Rejected,2025-04-25 17:36:02
360,MO-BE-0525,SoundPro Solutions,Seasonal demand increase for BenQ Monitor Model 116,130,Approved,2024-02-03 15:58:12
361,EA-AN-0091,TechWorld Pvt Ltd,Seasonal demand increase for Anker Earbuds Model 214,43,Approved,2024-11-05 15:10:20
362,TA-MI-0286,TechWorld Pvt Ltd,Customer pre-orders for Microsoft Tablet Model 783,98,Approved,2025-11-18 13:29:15
363,RO-CI-0745,Visionary Electronics,Low stock alert - need restock for Cisco Router Model 715,116,Approved,2025-02-22 22:56:21
364,SP-BO-0468,PrintWorks Pvt Ltd,Low stock alert - need restock for Boat Speaker Model 759,147,Approved,2025-08-12 12:29:02
365,PR-EP-0653,PowerTech Distributors,Seasonal demand increase for Epson Printer Model 517,37,Approved,2025-01-29 15:01:29
366,SM-GO-0195,VisionTech Supplies,Bulk order request for Google Smartphone Model 813,177,Pending,2024-07-20 02:43:33
367,LA-RA-0713,Elite Tech Supplies,Customer pre-orders for Razer Laptop Model 312,110,Pending,2025-09-12 00:00:40
368,CH-ON-0434,SmartGear Traders,Bulk order request for OnePlus Charger Model 926,83,Pending,2024-01-22 01:40:19
369,GA-SO-0473,GadgetHub India,Low stock alert - need restock for Sony Gaming Console Model 540,59,Approved,2025-04-28 15:11:01
370,SP-SO-0404,SoundPro Solutions,Bulk order request for Sony Speaker Model 553,177,Approved,2025-02-19 08:39:22
371,TV-TC-0027,GadgetHub India,Bulk order request for TCL TV Model 425,23,Approved,2024-08-08 17:55:39
372,EA-SA-0526,Elite Tech Supplies,Low stock alert - need restock for Samsung Earbuds Model 396,24,Pending,2024-08-18 01:29:28
373,TV-TC-0335,AudioMax Distributors,Urgent: TCL TV Model 255 running out,35,Pending,2025-01-04 00:54:26
374,CA-AN-0049,ElectroMart Solutions,Bulk order request for Anker Cable Model 863,101,Pending,2025-06-30 10:44:57
375,SM-RE-0293,SoundPro Solutions,Bulk order request for Realme Smartphone Model 275,106,Pending,2025-09-30 20:07:00
376,CA-NI-0634,MobileMart Pvt Ltd,Urgent: Nikon Camera Model 982 running out,103,Pending,2024-09-10 08:44:25
377,PR-EP-0106,SoundPro Solutions,Customer pre-orders for Epson Printer Model 397,178,Approved,2025-05-20 17:32:45
378,GA-SO-0490,SmartLife Traders,Seasonal demand increase for Sony Gaming Console Model 897,73,Pending,2026-01-09 08:41:57
379,WE-CR-0472,DigiHub Electronics,Low stock alert - need restock for Creative Webcam Model 622,114,Pending,2025-03-30 17:27:50
380,ME-SO-0458,Peripheral Pros,Low stock alert - need restock for Sony Memory Card Model 370,19,Pending,2024-04-21 13:24:16
381,TV-TC-0325,PrintWorks Pvt Ltd,Low stock alert - need restock for TCL TV Model 493,137,Pending,2024-04-03 11:16:27
382,SM-ON-0028,PowerTech Distributors,Low stock alert - need restock for OnePlus Smartwatch Model 382,122,Pending,2025-05-24 05:26:33
383,RO-AS-0694,ConnectPro Supplies,Low stock alert - need restock for Asus Router Model 784,154,Pending,2025-12-27 18:25:58
384,MO-VI-0693,ReadMore Supplies,Low stock alert - need restock for ViewSonic Monitor Model 567,12,Pending,2024-09-26 10:23:00
385,CA-SO-0731,SoundPro Solutions,Bulk order request for Sony Camera Model 971,179,Pending,2025-12-12 20:02:39
386,PO-AM-0489,GameZone Distributors,Urgent: Ambrane Power Bank Model 505 running out,79,Approved,2024-05-03 05:25:37
387,LA-HP-0199,ElectroMart Solutions,Seasonal demand increase for HP Laptop Model 508,20,Pending,2025-01-29 19:57:50
388,SM-XI-0101,DigiHub Electronics,Low stock alert - need restock for Xiaomi Smartphone Model 218,197,Approved,2024-02-26 01:28:45
389,GA-SO-0736,Visionary Electronics,Low stock alert - need restock for Sony Gaming Console Model 344,19,Approved,2024-05-05 18:42:22
390,SM-RE-0056,DigiHub Electronics,Low stock alert - need restock for Realme Smartphone Model 700,200,Pending,2024-02-13 23:26:38
391,LA-MS-0015,AudioMax Distributors,Customer pre-orders for MSI Laptop Model 602,121,Pending,2024-06-13 14:23:33
392,EA-NO-0691,VisionTech Supplies,Urgent: Noise Earbuds Model 855 running out,33,Pending,2024-07-09 23:03:44
393,MO-HP-0581,ReadMore Supplies,Urgent: HP Monitor Model 711 running out,55,Approved,2024-02-01 23:40:08
394,TV-XI-0346,AudioMax Distributors,Customer pre-orders for Xiaomi TV Model 358,111,Approved,2026-02-22 18:44:50
395,SP-MA-0083,AudioMax Distributors,Seasonal demand increase for Marshall Speaker Model 337,156,Pending,2025-11-10 05:51:58
396,ME-KI-0203,ElectroMart Solutions,Low stock alert - need restock for Kingston Memory Card Model 588,36,Pending,2024-03-07 16:46:46
397,CA-AM-0615,Peripheral Pros,Urgent: AmazonBasics Cable Model 891 running out,39,Approved,2024-04-22 07:14:39
398,GA-SO-0490,SmartLife Traders,Customer pre-orders for Sony Gaming Console Model 897,172,Approved,2025-02-12 03:36:46
399,LA-AS-0034,CameraKing Distributors,Urgent: Asus Laptop Model 996 running out,25,Approved,2024-04-17 22:42:46
400,EA-JA-0593,ElectroMart Solutions,Urgent: Jabra Earbuds Model 970 running out,95,Pending,2024-05-15 11:44:05
401,WE-RA-0321,ElectroMart Solutions,Customer pre-orders for Razer Webcam Model 215,68,Approved,2026-02-14 21:16:21
402,TV-SO-0334,GadgetHub India,Low stock alert - need restock for Sony TV Model 943,123,Approved,2025-06-06 23:20:52
403,PO-ON-0246,TechWorld Pvt Ltd,Low stock alert - need restock for OnePlus Power Bank Model 420,17,Pending,2024-03-30 16:06:15
404,PR-BR-0130,TechNova Pvt Ltd,Urgent: Brother Printer Model 422 running out,55,Rejected,2024-02-20 03:43:00
405,SM-FI-0565,Elite Tech Supplies,Bulk order request for Fitbit Smartwatch Model 848,65,Approved,2025-03-03 17:54:05
406,WE-CR-0698,SmartGear Traders,Customer pre-orders for Creative Webcam Model 498,56,Pending,2025-07-02 06:15:15
407,EA-NO-0691,VisionTech Supplies,Urgent: Noise Earbuds Model 855 running out,81,Approved,2024-05-14 15:30:21
408,PO-AN-0182,SmartGear Traders,Customer pre-orders for Anker Power Bank Model 283,55,Approved,2025-10-31 04:04:28
409,SP-UL-0548,SmartGear Traders,Bulk order request for Ultimate Ears Speaker Model 696,191,Pending,2025-09-30 18:03:19
410,TA-SA-0792,ConnectPro Supplies,Urgent: Samsung Tablet Model 441 running out,186,Pending,2024-12-25 05:43:28
411,CA-CA-0534,GadgetHub India,Customer pre-orders for Canon Camera Model 871,120,Approved,2025-04-05 19:29:55
412,ME-KI-0302,Visionary Electronics,Customer pre-orders for Kingston Memory Card Model 569,26,Approved,2025-05-02 09:27:07
413,PR-HP-0570,VisionTech Supplies,Urgent: HP Printer Model 675 running out,101,Approved,2024-02-09 02:13:47
414,CA-PA-0704,ElectroMart Solutions,Seasonal demand increase for Panasonic Camera Model 376,64,Pending,2026-01-05 09:05:16
415,SM-AP-0760,Peripheral Pros,Customer pre-orders for Apple Smartwatch Model 712,177,Pending,2024-03-13 01:18:55
416,GA-SO-0144,Peripheral Pros,Customer pre-orders for Sony Gaming Console Model 905,150,Rejected,2025-01-03 09:50:49
417,PR-BR-0482,Elite Tech Supplies,Low stock alert - need restock for Brother Printer Model 432,81,Approved,2024-05-29 18:43:24
418,SM-VI-0475,MobileMart Pvt Ltd,Low stock alert - need restock for Vivo Smartphone Model 481,192,Approved,2026-01-10 20:06:24
419,KE-DU-0121,Visionary Electronics,Bulk order request for Ducky Keyboard Model 952,165,Rejected,2025-03-16 20:13:35
420,KE-HP-0594,PowerTech Distributors,Seasonal demand increase for HP Keyboard Model 237,121,Approved,2025-09-03 06:19:36
421,GA-NI-0416,SmartGear Traders,Bulk order request for Nintendo Gaming Console Model 699,122,Pending,2024-04-10 03:30:26
422,ME-KI-0259,ReadMore Supplies,Bulk order request for Kingston Memory Card Model 128,67,Pending,2024-09-20 18:06:57
423,CA-AM-0251,Peripheral Pros,Customer pre-orders for AmazonBasics Cable Model 584,36,Pending,2025-07-16 21:49:32
424,LA-RA-0095,SoundPro Solutions,Customer pre-orders for Razer Laptop Model 189,30,Pending,2024-09-04 09:42:16
425,WE-HP-0360,MobileMart Pvt Ltd,Urgent: HP Webcam Model 983 running out,66,Pending,2025-09-18 08:28:45
426,TA-AP-0253,Visionary Electronics,Bulk order request for Apple Tablet Model 926,108,Pending,2024-05-30 21:12:42
427,SM-AP-0175,MobileMart Pvt Ltd,Customer pre-orders for Apple Smartwatch Model 548,200,Approved,2024-11-18 09:07:03
428,CA-AM-0759,Visionary Electronics,Low stock alert - need restock for AmazonBasics Cable Model 867,184,Approved,2026-02-18 11:56:40
429,GA-SO-0110,CameraKing Distributors,Seasonal demand increase for Sony Gaming Console Model 374,171,Approved,2025-06-12 22:34:06
430,CA-ON-0197,TechWorld Pvt Ltd,Bulk order request for OnePlus Cable Model 284,74,Pending,2025-04-20 03:26:07
431,SM-FI-0423,AudioMax Distributors,Customer pre-orders for Fitbit Smartwatch Model 624,33,Pending,2025-06-03 07:44:59
432,CA-BO-0042,Visionary Electronics,Urgent: Boat Cable Model 787 running out,172,Approved,2025-01-03 02:02:42
433,KE-KE-0787,CameraKing Distributors,Customer pre-orders for Keychron Keyboard Model 383,147,Approved,2024-03-08 19:17:58
434,LA-DE-0665,PowerTech Distributors,Low stock alert - need restock for Dell Laptop Model 445,51,Pending,2024-03-27 17:25:48
435,HE-PH-0242,TechNova Pvt Ltd,Bulk order request for Philips Headphones Model 834,180,Approved,2026-01-12 04:35:03
436,WE-LO-0105,CameraKing Distributors,Bulk order request for Logitech Webcam Model 180,114,Approved,2025-05-28 03:46:04
437,KE-CO-0023,SmartGear Traders,Seasonal demand increase for Corsair Keyboard Model 387,153,Pending,2025-10-31 06:57:12
438,MO-MI-0701,GadgetHub India,Seasonal demand increase for Microsoft Mouse Model 454,59,Pending,2026-01-22 08:37:21
439,CH-AP-0062,SmartGear Traders,Customer pre-orders for Apple Charger Model 200,180,Pending,2025-01-08 23:57:34
440,LA-LE-0067,Elite Tech Supplies,Seasonal demand increase for Lenovo Laptop Model 571,31,Approved,2025-05-12 09:56:08
441,TV-TC-0706,Visionary Electronics,Urgent: TCL TV Model 294 running out,140,Pending,2024-10-19 14:47:53
442,MO-ST-0099,TechWorld Pvt Ltd,Bulk order request for SteelSeries Mouse Model 818,116,Approved,2025-04-09 10:30:45
443,KE-DE-0439,DigiHub Electronics,Urgent: Dell Keyboard Model 571 running out,189,Pending,2025-10-28 12:22:23
444,SM-RE-0233,SmartGear Traders,Seasonal demand increase for Realme Smartphone Model 758,124,Approved,2024-05-09 03:07:01
445,CH-SA-0345,DigiHub Electronics,Bulk order request for Samsung Charger Model 826,136,Approved,2024-10-05 07:21:48
